company,current date,start date,current volume,mean volume,action,close price
J&KBANK,08-25-2020,27-05-2020,1439359.0,4505103.184615385,False,17.899999618530273
JAGRAN,08-25-2020,27-05-2020,324756.0,747929.9076923077,False,41.04999923706055
JAICORPLTD,08-25-2020,27-05-2020,1664534.0,3002081.923076923,False,96.0999984741211
JAMNAAUTO,08-25-2020,27-05-2020,1020291.0,2289973.4923076923,False,41.650001525878906
JBCHEPHARM,08-25-2020,27-05-2020,209734.0,313486.76923076925,False,806.25
JCHAC,08-25-2020,27-05-2020,7394.0,11139.723076923077,False,2127.0
JINDALSAW,08-25-2020,27-05-2020,1015484.0,2054515.723076923,False,67.75
JINDALSTEL,08-25-2020,27-05-2020,12500620.0,16562299.707692308,False,222.0
JKCEMENT,08-25-2020,27-05-2020,51359.0,89191.47692307692,False,1496.1500244140625
JKLAKSHMI,08-25-2020,27-05-2020,268315.0,382882.1076923077,False,283.6499938964844
JKPAPER,08-25-2020,27-05-2020,933445.0,1807255.2307692308,False,98.0999984741211
JKTYRE,08-25-2020,27-05-2020,1379433.0,1363093.8923076922,True,60.099998474121094
JMFINANCIL,08-25-2020,27-05-2020,566889.0,1730294.2461538462,False,81.0
JSL,08-25-2020,27-05-2020,796440.0,860896.2153846154,False,49.79999923706055
JSLHISAR,08-25-2020,27-05-2020,616353.0,583978.7538461538,True,99.3499984741211
JSWENERGY,08-25-2020,27-05-2020,1925114.0,2940840.3538461537,False,57.650001525878906
JSWSTEEL,08-25-2020,27-05-2020,7786204.0,11448424.476923076,False,284.8999938964844
JUBILANT,08-25-2020,27-05-2020,639462.0,721733.2153846154,False,833.2999877929688
JUBLFOOD,08-25-2020,27-05-2020,1445355.0,1157631.4307692307,True,2106.85009765625
JUSTDIAL,08-25-2020,27-05-2020,1471737.0,2402543.892307692,False,376.04998779296875
JYOTHYLAB,08-25-2020,27-05-2020,378014.0,957275.0923076923,False,146.0500030517578
KAJARIACER,08-25-2020,27-05-2020,420858.0,406778.90769230766,True,473.04998779296875
KALPATPOWR,08-25-2020,27-05-2020,259108.0,554084.2615384615,False,273.1000061035156
KANSAINER,08-25-2020,27-05-2020,114114.0,284195.2,False,469.75
KARURVYSYA,08-25-2020,27-05-2020,19274676.0,3233131.6615384617,True,39.25
KEC,08-25-2020,27-05-2020,493057.0,480705.2923076923,True,325.1499938964844
KEI,08-25-2020,27-05-2020,164153.0,319667.6,False,398.70001220703125
KNRCON,08-25-2020,27-05-2020,261003.0,277473.24615384615,False,266.20001220703125
KOLTEPATIL,08-25-2020,27-05-2020,385616.0,194567.12307692308,True,178.5500030517578
KOTAKBANK,08-25-2020,27-05-2020,4561680.0,5288089.523076923,False,1400.0999755859375
KPITTECH,08-25-2020,27-05-2020,298712.0,744707.0,False,82.69999694824219
KPRMILL,08-25-2020,27-05-2020,38605.0,30480.015384615384,True,553.5999755859375
KRBL,08-25-2020,27-05-2020,158796.0,580551.4461538461,False,288.3500061035156
KSB,08-25-2020,27-05-2020,96474.0,35224.70769230769,True,548.4000244140625
KSCL,08-25-2020,27-05-2020,1400730.0,423264.6,True,638.7000122070312
KTKBANK,08-25-2020,27-05-2020,5851861.0,3929399.630769231,True,49.0
L&TFH,08-25-2020,27-05-2020,16165893.0,18806073.0,False,68.05000305175781
LALPATHLAB,08-25-2020,27-05-2020,151704.0,148629.47692307693,True,1841.199951171875
LAOPALA,08-25-2020,27-05-2020,976553.0,191366.87692307692,True,229.89999389648438
LAURUSLABS,08-25-2020,27-05-2020,1334098.0,1928372.9692307692,False,1155.5999755859375
LAXMIMACH,08-25-2020,27-05-2020,6064.0,10191.153846153846,False,3303.550048828125
LEMONTREE,08-25-2020,27-05-2020,1774912.0,4225683.338461539,False,30.299999237060547
LICHSGFIN,08-25-2020,27-05-2020,43276511.0,6502202.338461539,True,299.0
LINDEINDIA,08-25-2020,27-05-2020,47922.0,113934.04615384615,False,763.5499877929688
LT,08-25-2020,27-05-2020,2912843.0,5481531.738461538,False,980.4000244140625
LTI,08-25-2020,27-05-2020,111386.0,160062.78461538462,False,2343.25
LTTS,08-25-2020,27-05-2020,122062.0,143937.8,False,1545.0
LUPIN,08-25-2020,27-05-2020,7284538.0,3934990.292307692,True,972.1500244140625
LUXIND,08-25-2020,27-05-2020,38679.0,70920.30769230769,False,1331.5
M&M,08-25-2020,27-05-2020,4247602.0,6979322.230769231,False,609.3499755859375
M&MFIN,08-25-2020,27-05-2020,18172169.0,21048425.753846154,False,137.35000610351562
MAHABANK,08-25-2020,27-05-2020,15112512.0,4952503.984615385,True,14.75
MAHINDCIE,08-25-2020,27-05-2020,180655.0,255303.53846153847,False,144.39999389648438
MAHLOG,08-25-2020,27-05-2020,111826.0,125932.98461538462,False,362.5
MAHSCOOTER,08-25-2020,27-05-2020,38846.0,22424.123076923075,True,3198.199951171875
MAHSEAMLES,08-25-2020,27-05-2020,180191.0,160535.07692307694,True,246.14999389648438
MANAPPURAM,08-25-2020,27-05-2020,7382030.0,11284069.646153847,False,159.10000610351562
MARICO,08-25-2020,27-05-2020,2615210.0,2937557.3846153845,False,369.20001220703125
MARUTI,08-25-2020,27-05-2020,1047431.0,1456445.2153846154,False,7109.9501953125
MASFIN,08-25-2020,27-05-2020,30863.0,32880.96923076923,False,792.1500244140625
MCDOWELL-N,08-25-2020,27-05-2020,1288484.0,3294912.4,False,578.4500122070312
MCX,08-25-2020,27-05-2020,225651.0,408142.8923076923,False,1694.75
METROPOLIS,08-25-2020,27-05-2020,152681.0,131999.5076923077,True,1829.9000244140625
MFSL,08-25-2020,27-05-2020,10805430.0,1523839.2153846154,True,619.8499755859375
MGL,08-25-2020,27-05-2020,854537.0,1084911.076923077,False,1038.5999755859375
MHRIL,08-25-2020,27-05-2020,164220.0,73670.95384615385,True,180.3000030517578
MIDHANI,08-25-2020,27-05-2020,1907282.0,1422478.6307692307,True,221.64999389648438
MINDACORP,08-25-2020,27-05-2020,2859118.0,1561910.0,True,79.80000305175781
MINDAIND,08-25-2020,27-05-2020,1058963.0,430393.0307692308,True,360.8500061035156
MINDTREE,08-25-2020,27-05-2020,449764.0,1159393.7692307692,False,1137.3499755859375
MMTC,08-25-2020,27-05-2020,1233087.0,2386446.076923077,False,19.850000381469727
MOIL,08-25-2020,27-05-2020,411147.0,589175.4153846154,False,146.1999969482422
MOTHERSUMI,08-25-2020,27-05-2020,12164326.0,21326057.63076923,False,117.05000305175781
MOTILALOFS,08-25-2020,27-05-2020,102705.0,130421.55384615385,False,700.2000122070312
MPHASIS,08-25-2020,27-05-2020,81728.0,405659.8923076923,False,1181.25
MRF,08-25-2020,27-05-2020,23307.0,14125.36923076923,True,59286.3984375
MRPL,08-25-2020,27-05-2020,1105132.0,2154591.1692307694,False,33.900001525878906
MUTHOOTFIN,08-25-2020,27-05-2020,2688815.0,3656025.446153846,False,1198.199951171875
NAM-INDIA,08-25-2020,27-05-2020,2809085.0,1233298.6307692307,True,278.3500061035156
NATCOPHARM,08-25-2020,27-05-2020,261853.0,528287.5076923077,False,839.0
NATIONALUM,08-25-2020,27-05-2020,11156009.0,17098655.661538463,False,36.95000076293945
NAUKRI,08-25-2020,27-05-2020,239608.0,462493.9846153846,False,3285.25
NAVINFLUOR,08-25-2020,27-05-2020,220280.0,160239.16923076924,True,2145.949951171875
NBCC,08-25-2020,27-05-2020,9562167.0,14824705.430769231,False,28.299999237060547
NBVENTURES,08-25-2020,27-05-2020,1989092.0,732114.4,True,64.8499984741211
NCC,08-25-2020,27-05-2020,11979515.0,25003086.43076923,False,35.79999923706055
NESCO,08-25-2020,27-05-2020,763325.0,167834.04615384617,True,596.7000122070312
NESTLEIND,08-25-2020,27-05-2020,108853.0,145428.56923076924,False,16288.2001953125
NFL,08-25-2020,27-05-2020,952954.0,2996011.8615384614,False,37.54999923706055
NH,08-25-2020,27-05-2020,242837.0,264529.75384615385,False,344.04998779296875
NHPC,08-25-2020,27-05-2020,3666347.0,5916957.738461538,False,22.25
NIACL,08-25-2020,27-05-2020,1053057.0,736278.276923077,True,116.30000305175781
NIITTECH,08-24-2020,27-05-2020,140538.0,728242.828125,False,1955.449951171875
NILKAMAL,08-25-2020,27-05-2020,33076.0,27089.6,True,1391.75
NLCINDIA,08-25-2020,27-05-2020,767793.0,1103058.0307692308,False,54.95000076293945
NMDC,08-25-2020,27-05-2020,3898599.0,7255788.738461538,False,94.3499984741211
NTPC,08-25-2020,27-05-2020,50931786.0,21895602.2,True,103.80000305175781
OBEROIRLTY,08-25-2020,27-05-2020,285072.0,370251.3384615385,False,372.79998779296875
OFSS,08-25-2020,27-05-2020,16069.0,53768.18461538461,False,3054.800048828125
OIL,08-25-2020,27-05-2020,1839251.0,1602632.0923076924,True,97.4000015258789
OMAXE,08-25-2020,27-05-2020,104058.0,929849.4923076923,False,75.19999694824219
ONGC,08-25-2020,27-05-2020,22468661.0,19291580.2,True,80.5
ORIENTCEM,08-25-2020,27-05-2020,243195.0,1023213.7692307692,False,70.4000015258789
ORIENTELEC,08-25-2020,27-05-2020,620292.0,373611.0307692308,True,203.0
ORIENTREF,08-25-2020,27-05-2020,71436.0,85502.15384615384,False,210.14999389648438
PAGEIND,08-25-2020,27-05-2020,57046.0,41310.6,True,20392.5
PEL,08-25-2020,27-05-2020,1129284.0,1954549.2461538462,False,1416.5999755859375
PERSISTENT,08-25-2020,27-05-2020,284669.0,192421.83076923076,True,1038.449951171875
PETRONET,08-25-2020,27-05-2020,5144112.0,4174137.8307692306,True,251.64999389648438
PFC,08-25-2020,27-05-2020,12436476.0,9721818.323076922,True,99.0
PFIZER,08-25-2020,27-05-2020,97303.0,74240.0,True,4803.5
PGHH,08-25-2020,27-05-2020,29742.0,7654.538461538462,True,10301.599609375
PGHL,08-25-2020,27-05-2020,46051.0,19426.215384615385,True,4873.2998046875
PHILIPCARB,08-25-2020,27-05-2020,9699962.0,2225975.553846154,True,127.5999984741211
PHOENIXLTD,08-25-2020,27-05-2020,11979580.0,325710.7846153846,True,651.0999755859375
PIDILITIND,08-25-2020,27-05-2020,977939.0,1012804.1076923077,False,1474.300048828125
PIIND,08-25-2020,27-05-2020,265516.0,273543.93846153846,False,2045.8499755859375
PNB,08-25-2020,27-05-2020,24110504.0,43783298.15384615,False,35.20000076293945
PNBHOUSING,08-25-2020,27-05-2020,1304764.0,806457.5230769231,True,276.0
PNCINFRA,08-25-2020,27-05-2020,2067655.0,261077.43076923076,True,174.0
POLYCAB,08-25-2020,27-05-2020,195800.0,362103.2923076923,False,869.5499877929688
POLYMED,08-25-2020,27-05-2020,110152.0,228490.96923076923,False,431.8500061035156
POWERGRID,08-25-2020,27-05-2020,5685992.0,11329095.461538462,False,184.75
PRAJIND,08-25-2020,27-05-2020,1710014.0,2163581.0153846154,False,75.30000305175781
PRESTIGE,08-25-2020,27-05-2020,500120.0,982484.0153846154,False,235.1999969482422
PRSMJOHNSN,08-25-2020,27-05-2020,306212.0,362281.41538461536,False,54.849998474121094
PTC,08-25-2020,27-05-2020,2003323.0,3141281.0923076924,False,61.5
PVR,08-25-2020,27-05-2020,1863136.0,2664098.815384615,False,1322.1500244140625
QUESS,08-25-2020,27-05-2020,194385.0,323579.53846153844,False,370.70001220703125
RADICO,08-25-2020,27-05-2020,315470.0,603045.723076923,False,409.8999938964844
RAIN,08-25-2020,27-05-2020,4981428.0,2858244.4923076923,True,124.9000015258789
RAJESHEXPO,08-25-2020,27-05-2020,85018.0,135761.52307692307,False,475.3999938964844
RALLIS,08-25-2020,27-05-2020,6165841.0,1211001.0153846154,True,325.29998779296875
RAMCOCEM,08-25-2020,27-05-2020,519797.0,909471.8615384615,False,730.7000122070312
RATNAMANI,08-25-2020,27-05-2020,5142.0,18872.184615384616,False,1163.8499755859375
RAYMOND,08-25-2020,27-05-2020,871089.0,1214047.6923076923,False,286.0
RBLBANK,08-25-2020,27-05-2020,36758639.0,38212111.2,False,188.9499969482422
RCF,08-25-2020,27-05-2020,3729542.0,3047733.9384615384,True,51.400001525878906
RECLTD,08-25-2020,27-05-2020,8599247.0,9132029.907692308,False,112.80000305175781
REDINGTON,08-25-2020,27-05-2020,570359.0,1301729.076923077,False,121.3499984741211
RELAXO,08-25-2020,27-05-2020,280753.0,352544.7076923077,False,639.9000244140625
RELIANCE,08-25-2020,27-05-2020,8941469.0,21063564.984615386,False,2082.10009765625
RENUKA,08-25-2020,27-05-2020,4233671.0,2127807.446153846,True,10.949999809265137
REPCOHOME,08-25-2020,27-05-2020,1680986.0,459487.3692307692,True,161.10000610351562
RITES,08-25-2020,27-05-2020,492236.0,880471.8,False,252.8000030517578
RVNL,08-25-2020,27-05-2020,4716963.0,7311584.6,False,22.299999237060547
SADBHAV,08-25-2020,27-05-2020,509546.0,584957.0307692308,False,56.04999923706055
SAIL,08-25-2020,27-05-2020,48349055.0,37492044.63076923,True,41.099998474121094
SANOFI,08-25-2020,27-05-2020,22873.0,27962.846153846152,False,8681.2998046875
SBICARD,08-25-2020,27-05-2020,1114228.0,2584765.707692308,False,827.2999877929688
SBILIFE,08-25-2020,27-05-2020,1877465.0,1584874.4,True,847.9000244140625
SBIN,08-25-2020,27-05-2020,105271505.0,72122147.16923077,True,207.9499969482422
SCHAEFFLER,08-25-2020,27-05-2020,35855.0,10420.523076923077,True,3749.60009765625
SCHNEIDER,08-25-2020,27-05-2020,300493.0,292710.8153846154,True,82.30000305175781
SCI,08-25-2020,27-05-2020,1296365.0,3363383.4153846153,False,62.849998474121094
SEQUENT,08-25-2020,27-05-2020,872248.0,1871792.5076923077,False,131.4499969482422
SFL,08-25-2020,27-05-2020,28630.0,24911.046153846153,True,1358.699951171875
SHOPERSTOP,08-25-2020,27-05-2020,998925.0,353247.72307692305,True,191.0500030517578
SHREECEM,08-25-2020,27-05-2020,64964.0,63907.276923076926,True,21810.75
SHRIRAMCIT,08-25-2020,27-05-2020,35770.0,101999.76923076923,False,918.1500244140625
SIEMENS,08-25-2020,27-05-2020,367908.0,800118.4923076923,False,1230.199951171875
SIS,08-25-2020,27-05-2020,90936.0,77111.01538461538,True,386.8999938964844
SJVN,08-25-2020,27-05-2020,754320.0,1851306.2307692308,False,24.100000381469727
SKFINDIA,08-25-2020,27-05-2020,82614.0,57297.95384615385,True,1621.449951171875
SOBHA,08-25-2020,27-05-2020,265325.0,337350.93846153846,False,251.9499969482422
SOLARINDS,08-25-2020,27-05-2020,27510.0,28238.676923076924,False,1142.3499755859375
SONATSOFTW,08-25-2020,27-05-2020,303132.0,544501.6153846154,False,320.25
SOUTHBANK,08-25-2020,27-05-2020,16992037.0,23240753.16923077,False,7.349999904632568
SPANDANA,08-25-2020,27-05-2020,51199.0,35322.0,True,611.4500122070312
SPARC,08-25-2020,27-05-2020,427077.0,1507536.0,False,181.89999389648438
SPICEJET,08-25-2020,27-05-2020,3416871.0,4367985.553846153,False,51.849998474121094
SRF,08-25-2020,27-05-2020,303254.0,309031.2,False,4276.25
SRTRANSFIN,08-25-2020,27-05-2020,4372981.0,5652131.384615385,False,694.9500122070312
STAR,08-25-2020,27-05-2020,1198416.0,1424619.2153846154,False,606.5
STARCEMENT,08-25-2020,27-05-2020,113171.0,263808.72307692305,False,91.19999694824219
STRTECH,08-25-2020,27-05-2020,3586793.0,2977365.3846153845,True,167.35000610351562
SUDARSCHEM,08-25-2020,27-05-2020,448017.0,302446.23076923075,True,475.1499938964844
SUMICHEM,08-25-2020,27-05-2020,498448.0,636696.7538461538,False,284.6000061035156
SUNDARMFIN,08-25-2020,27-05-2020,26403.0,40711.78461538462,False,1473.75
SUNDRMFAST,08-25-2020,27-05-2020,47184.0,114560.10769230769,False,465.75
SUNPHARMA,08-25-2020,27-05-2020,4411883.0,10528259.36923077,False,525.0999755859375
SUNTECK,08-25-2020,27-05-2020,1332747.0,896524.3846153846,True,254.4499969482422
SUNTV,08-25-2020,27-05-2020,3968525.0,2894479.9846153846,True,479.70001220703125
SUPRAJIT,08-25-2020,27-05-2020,708709.0,433308.6461538462,True,188.5500030517578
SUPREMEIND,08-25-2020,27-05-2020,66096.0,61481.18461538461,True,1348.0999755859375
SUZLON,08-25-2020,27-05-2020,16787485.0,21640402.076923076,False,3.950000047683716
SWANENERGY,08-25-2020,27-05-2020,194777.0,166438.4,True,132.89999389648438
SWSOLAR,08-25-2020,27-05-2020,289242.0,380257.6615384615,False,263.95001220703125
SYMPHONY,08-25-2020,27-05-2020,55976.0,70313.67692307693,False,885.7000122070312
SYNGENE,08-25-2020,27-05-2020,1504678.0,674114.2615384615,True,503.8500061035156
TAKE,08-25-2020,27-05-2020,2384381.0,654689.2615384615,True,57.25
TASTYBITE,08-25-2020,27-05-2020,1108.0,1987.9846153846154,False,13005.2001953125
TATACOMM,08-25-2020,27-05-2020,72319.0,194189.4,False,885.5
TATACONSUM,08-25-2020,27-05-2020,1849657.0,5258352.030769231,False,545.5499877929688
TATAELXSI,08-25-2020,27-05-2020,539688.0,622226.2461538462,False,1093.0999755859375
TATAINVEST,08-25-2020,27-05-2020,108898.0,24151.276923076923,True,850.0499877929688
TATAMOTORS,08-25-2020,27-05-2020,90245783.0,73294817.38461539,True,127.0999984741211
TATAMTRDVR,08-25-2020,27-05-2020,19632251.0,6597720.892307692,True,47.95000076293945
TATAPOWER,08-25-2020,27-05-2020,45571918.0,38824919.04615384,True,60.0
TATASTEEL,08-25-2020,27-05-2020,10550370.0,15665908.184615385,False,424.0
TATASTLBSL,08-25-2020,27-05-2020,1630307.0,2681511.8307692306,False,25.25
TCIEXP,08-25-2020,27-05-2020,312739.0,34036.21538461538,True,809.5499877929688
TCNSBRANDS,08-25-2020,27-05-2020,50637.0,47587.769230769234,True,389.25
TCS,08-25-2020,27-05-2020,1661262.0,3768755.323076923,False,2242.64990234375
TEAMLEASE,08-25-2020,27-05-2020,47234.0,40518.907692307694,True,2334.10009765625
TECHM,08-25-2020,27-05-2020,4584135.0,5491155.784615384,False,738.5999755859375
THERMAX,08-25-2020,27-05-2020,30535.0,84205.69230769231,False,802.5
THYROCARE,08-25-2020,27-05-2020,165422.0,217464.72307692308,False,776.5499877929688
TIINDIA,08-25-2020,27-05-2020,748373.0,140138.61538461538,True,647.4500122070312
TIMETECHNO,08-25-2020,27-05-2020,906494.0,767170.8153846153,True,47.54999923706055
TIMKEN,08-25-2020,27-05-2020,300895.0,44946.876923076925,True,1124.050048828125
TITAN,08-25-2020,27-05-2020,1465703.0,4141987.4923076923,False,1136.5
TORNTPHARM,08-25-2020,27-05-2020,364078.0,916963.8769230769,False,2804.35009765625
TORNTPOWER,08-25-2020,27-05-2020,1229726.0,1457298.723076923,False,351.8500061035156
TRENT,08-25-2020,27-05-2020,1322581.0,512526.3538461538,True,646.7000122070312
TRIDENT,08-25-2020,27-05-2020,5187654.0,11762464.4,False,6.75
TTKPRESTIG,08-25-2020,27-05-2020,4664.0,9275.676923076922,False,5894.2998046875
TV18BRDCST,08-25-2020,27-05-2020,2674930.0,9587371.323076922,False,33.79999923706055
TVSMOTOR,08-25-2020,27-05-2020,2427880.0,2975424.476923077,False,445.54998779296875
TVTODAY,08-25-2020,27-05-2020,37791.0,111524.76923076923,False,225.60000610351562
UBL,08-25-2020,27-05-2020,822783.0,722988.2461538462,True,1059.9000244140625
UCOBANK,08-25-2020,27-05-2020,2566669.0,4465031.6,False,13.949999809265137
UFLEX,08-25-2020,27-05-2020,241945.0,369865.2923076923,False,351.45001220703125
UJJIVAN,08-25-2020,27-05-2020,2378171.0,6328254.553846153,False,252.10000610351562
UJJIVANSFB,08-25-2020,27-05-2020,1162794.0,2396570.3538461537,False,35.150001525878906
ULTRACEMCO,08-25-2020,27-05-2020,373757.0,568613.5538461539,False,4172.35009765625
UNIONBANK,08-25-2020,27-05-2020,5608898.0,5746882.353846154,False,30.549999237060547
UPL,08-25-2020,27-05-2020,3430816.0,6042019.523076923,False,492.1000061035156
VAIBHAVGBL,08-25-2020,27-05-2020,54250.0,33391.846153846156,True,1767.8499755859375
VAKRANGEE,08-25-2020,27-05-2020,4557702.0,2564300.5692307693,True,30.100000381469727
VARROC,08-25-2020,27-05-2020,721678.0,511805.23076923075,True,330.6000061035156
VBL,08-25-2020,27-05-2020,162427.0,304556.8615384615,False,762.3499755859375
VENKEYS,08-25-2020,27-05-2020,77143.0,197341.72307692308,False,1353.8499755859375
VESUVIUS,08-25-2020,27-05-2020,12006.0,4848.507692307692,True,1002.8499755859375
VGUARD,08-25-2020,27-05-2020,784313.0,682506.9692307692,True,171.3000030517578
VINATIORGA,08-25-2020,27-05-2020,455561.0,143617.35384615386,True,1126.0
VIPIND,08-25-2020,27-05-2020,979890.0,1016995.7384615385,False,289.79998779296875
VMART,08-25-2020,27-05-2020,18778.0,25732.476923076923,False,2030.800048828125
VOLTAS,08-25-2020,27-05-2020,1866852.0,2725589.5692307693,False,654.9500122070312
VRLLOG,08-25-2020,27-05-2020,473834.0,225390.56923076924,True,167.9499969482422
VSTIND,08-25-2020,27-05-2020,8092.0,18068.015384615384,False,3452.800048828125
VTL,08-25-2020,27-05-2020,162817.0,30449.553846153845,True,805.5
WABCOINDIA,08-25-2020,27-05-2020,2489.0,9077.076923076924,False,6929.25
WELCORP,08-25-2020,27-05-2020,1114633.0,1607983.4923076923,False,114.0
WELSPUNIND,08-25-2020,27-05-2020,703161.0,1323752.9692307692,False,49.54999923706055
WESTLIFE,08-25-2020,27-05-2020,160607.0,361799.73846153845,False,378.95001220703125
WHIRLPOOL,08-25-2020,27-05-2020,53771.0,62113.446153846155,False,2252.14990234375
WIPRO,08-25-2020,27-05-2020,7793582.0,13345169.461538462,False,269.95001220703125
WOCKPHARMA,08-25-2020,27-05-2020,440273.0,1075815.9384615384,False,321.54998779296875
ZEEL,08-25-2020,27-05-2020,32284555.0,33342277.6,False,199.9499969482422
ZENSARTECH,08-25-2020,27-05-2020,206035.0,392893.8769230769,False,175.39999389648438
